117.13672238004527 2e-05 360.46258719493767 456088700682.7345 225.3335923276271 31392500000.0 110008.27187654858 18728937.701000255 67.98135197775848
112.25602561421005 4e-05 300.5119674298849 857969581747.9962 4238.665379927304 76563010000.0 248318.90284558563 40263199.623793356 131.26463658461776
107.37532884837483 6e-05 248.9089023156622 1777806205084.4592 87843.6833523679 202560000000.0 600396.1849853571 125164421.66659886 279.0580276220815
102.49463208253961 0.00012 210.77575493346092 4020210806994.6284 794339.9430228405 534240000000.0 1648142.4048904064 518750174.1584867 650.6945478202089
97.61393531670439 0.00026 180.7055864753569 10340268008883.559 4086604.2351741106 1570560000000.0 4987719.153534415 2365518590.052036 1735.0357382243876
92.73323855086917 0.00062 169.13284025488787 26763056036413.523 18512741.832478072 4573800000000.0 17430340.666592076 8478629025.750738 4649.885796932725
87.85254178503395 0.00164 156.51664970306504 75886931219301.78 56234521.90975377 13687600000000.0 77785756.58300896 27598952709.588787 13707.231499861171
82.97184501919874 0.00448 156.61150827864265 207175318550748.16 116693658.374971 39340000000000.0 332325335.0334382 77787809610.80568 39267.25496433045
78.09114825336351 0.012 165.14878008062803 526246916728688.7 103996917.06871362 104416400000000.0 1332751484.0877564 202513266007.1046 104929.7777176606
73.21045148752829 0.03 186.01766670770337 1168021072783862.2 219307349.83535475 231781000000000.0 4155860991.4286666 452275112532.8316 247910.52198303601
68.32975472169308 0.067 206.8865533347787 2345450278915434.0 927146358.3316833 465443000000000.0 10467172741.750261 908220627241.3129 534880.97467816
63.44905795585785 0.139 227.75543996185405 4420075975725157.0 3493763522.980963 876964000000000.0 23452848945.65347 1711223058780.6685 1103776.0195060591
58.568361190022635 0.272 243.88139781004864 8077442750479067.0 10375128784.104933 1602612000000000.0 48703431221.09553 3127182653653.519 2272228.0559955006
53.68766442418742 0.515 255.45414403051768 1.4600843182721666e+16 25965923609.190025 2896740000000000.0 94194252515.41843 5652419350500.492 4885262.247397295
48.80696765835219 0.951 261.52509286748506 2.6336058549001012e+16 72856126849.5792 5225000000000000.0 174666713429.85486 10195561599026.861 11515125.84545945
48.454232936337554 1 261.4565372597667 2.770239812548336e+16 80217174639.32828 5496280766961652.0 183735367971.84952 10724912751216.102 13251794.006912425
42.99668146604201 2 259.6488553845815 5.579052583884747e+16 266866698663.94635 1.1342011369230768e+16 343641084009.6916 22131709474239.59 74246310.27836408
