a-SiWvl,a-SiSR,m-SiWvl,m-SiSR
509.9026012278070,0.6580573414046050,557.9353060467190,0.36888061280130500
514.4726240624160,0.661894618548588,554.9073834783380,0.3624187430990480
513.5432982571400,0.654076879815562,564.3107991568200,0.37537113824503600
518.4583549144460,0.6639057991409470,561.2832859561750,0.36873733409393800
525.033899414681,0.6796757279265130,570.6869404325030,0.38158943414476900
530.9058000759960,0.6823651114045900,567.659188434012,0.37505592508882800
528.0132537119910,0.6771447517016690,576.9245014259620,0.3879119327407690
535.2611862225420,0.6832376787324550,583.5610832301830,0.3945532915873460
543.5818337729100,0.6981182260124380,580.700058181799,0.38829487764955000
549.4568660700360,0.6994923224498300,589.8138291305430,0.4008890760271200
553.2324553892150,0.6998615907547260,586.7847466869120,0.39491435392991100
566.6721489599430,0.6997111481119900,596.052534492899,0.4067309396865890
572.6957931947340,0.6998615907547260,602.4276228871710,0.41339144577860500
578.7201915279840,0.699695312044334,608.8037207450640,0.41962797715018500
584.7343019620990,0.6819412171347640,614.7285919829270,0.4255879371987560
589.0784125623210,0.6773506205812010,621.5573818112650,0.4314855927185180
588.4178851530510,0.6850680642190710,627.9409692379510,0.43457650519653700
593.3737762419570,0.6777465222726110,634.6803938431550,0.43838070516948500
596.408651038372,0.6590739354389720,640.7050505737790,0.44205760752165600
599.1457589682410,0.6530237813164140,647.2190572887830,0.44847193474374200
601.1452849689030,0.6591518116305050,644.1907935806230,0.44215334374885200
602.919958918137,0.6336417541773260,653.0137278171050,0.45420645430212900
605.4571534644210,0.6272798539368000,650.5666960584600,0.44847193474374200
603.6015118492980,0.6524119812359560,658.6696279735520,0.461492061642303
610.5459221950900,0.607663395779837,665.3279848849580,0.4589878754709520
609.1702537291820,0.6317110735955540,671.449111770422,0.46250413032979600
609.7637857744500,0.6264455810998120,677.9623013005910,0.46926167518271100
613.6585666964880,0.6011561728559790,674.9341058203870,0.46291442844634800
615.7951029610700,0.6066774178443710,684.3388519440080,0.4753080366336040
619.5800147000400,0.5822154441355820,681.3107246917600,0.4689321341557670
618.3939996143250,0.6010207744775170,690.4696454903140,0.4799932503645090
624.253902590267,0.5771362139594170,696.9539297817790,0.4872710923052220
624.5372532910750,0.583042878670627,694.0618132538970,0.48187020143101800
628.7627811691770,0.577451427115625,709.3649595287040,0.48891725153810100
631.9071756810560,0.5582348868835470,716.640340594776,0.4993215479883330
636.1286138318440,0.5532908665612290,713.5083158113,0.4889410056395850
635.774602309878,0.5607021462244080,722.0914267761280,0.49737736614375200
640.4844339277760,0.5347165988428260,728.8797647389330,0.49940856873266100
640.4390406282150,0.5537817846585760,733.0554000212740,0.5025711090714200
642.6667314576900,0.5276731478420290,739.3238499812540,0.505216164262787
647.0785418136290,0.5074884343082590,740.4719357507190,0.5110560741217010
646.5917865193270,0.5318171588191970,743.5303988578540,0.5075958933387850
647.1257146223310,0.5271835254229440,753.2491075502650,0.5130391816850320
649.8231750863630,0.5004649120731230,759.889543768802,0.5099277543011840
652.2243655760120,0.48430463692255600,765.714168736642,0.5147144571164750
651.8756664491810,0.5087492869330900,764.0029560583890,0.5107551888362300
653.9928155850340,0.47360953268445200,772.4147512778850,0.5160617111436270
653.6376960524900,0.5007507530943200,775.8880460941770,0.5213856874026480
657.5211188806340,0.45582994763389500,779.3460459859900,0.5178824090358230
656.8731083632240,0.4839763984293150,785.1902949103030,0.51872864890121
659.0220899755260,0.449023557767105,791.5812416524130,0.51872864890121
658.4435623948910,0.4751002825079210,797.9721883945240,0.51872864890121
663.6704651587820,0.4230922609142670,804.3630374466060,0.5187696787128650
662.9889599871900,0.45310556813999400,810.7464294932370,0.5219426508141950
663.5824203931040,0.44787016417280000,817.2620907361720,0.52766207630555
666.9429964237260,0.40292884380654700,814.2325306968500,0.521887944398655
668.632623988788,0.39663116997054000,823.511617982713,0.5289587486072230
667.6368189122450,0.42526078415026800,829.9025647248230,0.5289587486072230
671.5095059164670,0.3761340973617660,836.293511466934,0.5289587486072230
669.2223001511960,0.4216931443368270,842.6844582090440,0.5289587486072230
674.0257609564760,0.370737336285598,848.6232014308480,0.5290924754007650
672.1716923423490,0.4030382566376270,853.6050816852850,0.5244120376267730
672.7684481585330,0.39641878035726600,859.3068777447800,0.52238941987444
676.8004900822280,0.35008244639473900,860.3835575311820,0.5175501815331150
679.1580417128520,0.3427609044482790,866.5296170826180,0.51872864890121
677.4675121644830,0.37495562999367100,872.9205638247280,0.51872864890121
678.0618800022110,0.36933910466488000,878.8593468461730,0.5188456598455600
681.5931270239810,0.3503231546231160,883.8408291042000,0.5143323805634950
683.397969824674,0.324343077883087,889.5431027593860,0.5121091726208490
684.5779090558530,0.3168045338216510,890.6193049500980,0.5074705244698380
683.1883921518070,0.3426462814823850,896.7653645015330,0.5086489918379330
687.379234642834,0.2993331282453040,903.1563112436440,0.5086489918379330
689.638861852565,0.291880766609509,909.1806907244320,0.5084906311613690
687.7600575071240,0.3224010001314110,914.5737389746540,0.5037873190674290
688.93691298976,0.31615763045788800,920.6038153265340,0.5012362725322390
692.8190007208590,0.27179756575675000,920.6187293374380,0.49497238795288900
692.3699305177380,0.29772840672279200,927.0093504461220,0.4951091539917400
695.1089314243910,0.2648795827307240,927.0234829368040,0.489173507905631
693.935727991415,0.29080804515696000,933.4156019592470,0.4886811501657700
698.1108043974080,0.24540172025861600,939.3546020696420,0.4887069837508860
700.2777914098360,0.23956905095470000,944.336880320488,0.48385938748496500
698.6340756038290,0.26964578007883600,949.9898939600890,0.4819905555452060
699.0348977876880,0.26397910720246700,949.7546064428070,0.4750701939793740
703.9837986123860,0.21892381513717200,953.2122868718100,0.470684348465274
705.2408478388030,0.21153480194487900,957.6722833310530,0.4642232794381460
703.9251194690510,0.2435690553380200,956.6940718362880,0.4724424624862610
704.8099848859660,0.2379525300092290,961.8716747849530,0.45740822772222900
709.2745602619730,0.19296562096335900,962.3313725776480,0.46361649411244600
708.6349293780540,0.21759262569236100,966.4557866251220,0.4511082629592970
710.7152048702090,0.18573890347050200,966.9950945024480,0.4569970178320850
710.102222740416,0.21137432979262800,971.0713988636580,0.44451291782965000
714.5662988118370,0.16659712867299500,971.5615063051610,0.4505781317420380
716.3558670054540,0.15987543777412500,975.2394707232750,0.43772364371275100
714.7992569646790,0.19076368773786700,976.5200241703680,0.44215334374885200
714.9094621704290,0.18514716240907600,978.8001256997320,0.4300803216693290
720.9716439785930,0.14021495977874700,978.8540343133790,0.43794094975225800
720.0883904471360,0.16548932375830700,982.3366471689170,0.42410022662059400
720.1457019300830,0.15884835567184100,981.7747707630580,0.4313214734718970
724.0800670064280,0.13320146705312600,985.2551060841430,0.4174205732831390
726.153019933218,0.13986392694569700,986.7354378088760,0.4219940296222980
729.662494102188,0.11435039773922400,988.7290135291020,0.4100471138756570
728.734364944821,0.13344504085565000,988.7782339791630,0.41808252091117500
732.9771340273760,0.10841138510446700,992.7535017150630,0.402369622669914
734.4431259414800,0.11494059579918600,992.2818759699800,0.41066068386955800
738.5717018942640,0.08906446124868410,996.8354722883120,0.3960677475242170
737.0731857135880,0.108396340840193,996.0743439550650,0.40394091249404000
741.5702625618270,0.08229454232558750,1000.2621487970300,0.3890736395648870
743.5098025436710,0.0892149038914195,1001.957093764380,0.3805426567650630
746.6679040518880,0.06424142519733010,1001.2272432666000,0.3952152392153820
745.8490065398240,0.08282109157516170,1004.7509084567700,0.37124972622762100
749.3670361008390,0.05715557672448900,1004.9269382886700,0.3867904512221960
751.9960809821030,0.06323847424576020,1007.1908373842000,0.36322110386030400
755.5056779941960,0.03806440536135690,1007.075641303480,0.37906772889510800
753.7522600381940,0.05769717023833690,1009.5313428286200,0.3562806832754410
759.844148298353,0.03689095274802010,1011.8066199391500,0.3489851000594920
762.022396576617,0.030993601152789500,1010.0995384224600,0.3697904325930870
773.5223723054650,0.02215288350027510,1014.2134044279600,0.34195854368702300
779.4014118092190,0.02184395315369540,1012.1469911507400,0.3639231695264030
779.4145673996230,0.016318605184137700,1014.4910308032700,0.3554983815332160
783.3328655676740,0.017754648592067300,1016.2853703835000,0.3339296573852450
792.2210136441520,0.0060064458548150200,1017.1223442640600,0.3484275773246490
798.6147608337240,0.004830257920701240,1019.4467463055200,0.32671958893464100
802.6861772658270,0.00296112205641208,1021.3542719244300,0.3198133866763610
817.7980213296830,0.0004537446774873780,1019.4642347359800,0.3409054451878750
824.1889680717930,0.0004537446774873780,1023.5769545118100,0.3135549727385650
843.942803456498,0.0004537446774873780,1021.8032596337500,0.3345868541929850
850.3337501986090,0.0004537446774873780,1025.8263466382300,0.3072627092061530
854.11415889249,-0.0012011243926028900,1024.5837620485900,0.3258611809143270
868.9259208999920,0.0003169786386368890,1028.2765518329500,0.30000176221301700
875.3165420086770,0.0004537446774873780,1026.7764635664600,0.3199939178476430
879.0930105381060,0.0004537446774873780,1030.597467894100,0.2931549503836340
894.7776410843920,0.001394011194584160,1028.9249277834300,0.31237149061571200
919.4723787289440,0.0003677774530671530,1032.2931031678300,0.2863162576810010
945.6158099422330,0.0009351611342408580,1031.2641914790400,0.3059526045256650
971.1795150371280,0.0009695480240090590,1034.8224137024500,0.2806907774330000
,,1033.947741968570,0.297277078794586
,,1036.338693457870,0.2732162854664250
,,1036.1402046885900,0.29151011082305900
,,1039.3226188024700,0.26649275302483900
,,1039.0676274779500,0.28208237187830300
,,1041.252675524870,0.25909473606832200
,,1041.9113004514500,0.2729698460897540
,,1043.4755969101000,0.2527360270353690
,,1045.9474680343500,0.24450932185511700
,,1045.2121348433900,0.2635779268218390
,,1048.3253125069000,0.23713763236107900
,,1047.2646023264200,0.25560446675685900
,,1048.878816063300,0.24868410519102600
,,1050.4380992722200,0.22894957029101900
,,1053.1129321353500,0.2220557574268470
,,1051.9522040357800,0.23895548096079900
,,1056.3147597364700,0.21528583850375000
,,1054.7328258495500,0.2301796601345630
,,1059.2369711140200,0.2080468925180080
,,1057.8023930565100,0.2220557574268470
,,1061.809629853990,0.20138869938106100
,,1061.112250595610,0.21468406793280800
,,1064.7380728017900,0.19422386852078300
,,1064.423660320710,0.20666046032025000
,,1067.6450910175800,0.1876244512594540
,,1067.346784748840,0.1990380330883190
,,1069.9076528451900,0.1808846208649040
,,1069.781925779470,0.19302032737890000
,,1072.8045244351700,0.1741209703852550
,,1072.6091728725900,0.1849967197663410
,,1075.168226105310,0.16760555026611900
,,1075.0438363075300,0.17917960424723600
,,1078.0637037128700,0.16142737240444900
,,1078.2575777137700,0.1715070294677260
,,1080.4271277805100,0.15502854533343300
,,1083.4050549095200,0.14831231378480300
,,1082.6397569786000,0.16112648711897800
,,1085.7579621896100,0.14128955008400000
,,1087.4273702106700,0.13297490759710200
,,1085.561926215350,0.15390524026767500
,,1090.1498127671800,0.12684705638139400
,,1088.3901284998500,0.14548045227448800
,,1090.535727142680,0.13906156618444100
,,1093.806075578220,0.11981493742381600
,,1093.0222694095700,0.13179017178556000
,,1097.0299539530100,0.11311379228025600
,,1095.7973988728900,0.12532113814793400
,,1100.174276825540,0.10496624858582400
,,1098.5232762805500,0.11920313734335800
,,1103.1984605019400,0.09760208122392240
,,1102.1040977350700,0.1119016544159300
,,1106.1679117121200,0.09025915282334820
,,1105.3364176137,0.10456005345043800
,,1107.4831206965600,0.08242617963798110
,,1107.87125674487,0.09733880659913540
,,1111.3948875200600,0.07673701411159460
,,1110.7982019385300,0.08811165784469280
,,1113.6868200779800,0.06956333368409780
,,1112.1634092219000,0.08409985403841330
,,1116.9435962674000,0.06342473656533750
,,1116.6926282601600,0.07296709847598790
,,1121.0303194863400,0.05686973570329170
,,1122.2071954373700,0.04887478383220630
,,1120.341757838410,0.06544496633921390
,,1125.587639061080,0.043085428562653500
,,1125.7439024013100,0.0537104402058467
,,1127.457336643030,0.035619712416905400
,,1128.7870457081900,0.0285286563141236
,,1128.8141860018000,0.0452856522126599
,,1132.9195922794100,0.022719255802338100
,,1131.7402954030000,0.03640953629126660
,,1135.8902835626100,0.015096828570407200
,,1133.4965341585600,0.030843158510053900
,,1136.4179870017700,0.023922796944221900
,,1140.6465339669200,0.008348401453415760
,,1139.630176222020,0.01690214028323290
,,1145.1111194817000,0.00492073391563308
,,1149.8300680005600,0.0032620073418829800
,,1169.5905897249500,0.0004537446774873780
