wavelength [nm], crossSection 10^-19 [cm2]
237.0714996467934, 1.563862029152836
237.06416877745653, 1.520738923365565
237.05867062545386, 1.4883965940251116
238.02267994325376, 1.693231346514649
238.01534907391687, 1.650108240727378
238.00801820458, 1.606985134940107
238.31041656472635, 1.563862029152836
238.30400205405658, 1.5261293115889734
237.97502929256405, 1.412931158897388
237.96769842322715, 1.369808053110117
237.96036755389025, 1.3266849473228461
237.9530366845534, 1.2835618415355752
237.9457058152165, 1.2404387357483042
238.24627145802864, 1.1865348535142157
239.01906726729155, 1.4812094097272341
238.59998590353317, 1.4452734882378406
238.9598094068184, 1.1326309712801272
238.84740274365294, 1.0787270890460388
238.84007187431604, 1.0356039832587678
238.83274100497914, 0.9924808774714968
238.82541013564227, 0.9493577716842259
238.5120154714906, 0.9277962187905899
239.23593881850763, 1.5423004762592
239.78941945344218, 1.1541925241737623
239.78208858410528, 1.1110694183864913
239.7747577147684, 1.0679463125992203
239.76742684543154, 1.0248232068119494
239.76009597609465, 0.9817001010246793
239.75276510675775, 0.9385769952374083
241.23634978880912, 0.5558594313753789
241.53783179028838, 0.5073459373646996
241.5305009209515, 0.4642228315774286
241.5231700516146, 0.42109972579015764
241.51583918227772, 0.3779766200028867
242.30390763599246, 1.369808053110117
242.60447327880462, 1.3159041708760286
242.59714240946772, 1.2727810650887577
242.58981154013085, 1.2296579593014867
242.58248067079398, 1.1865348535142157
242.5751498014571, 1.1434117477269448
242.5678189321202, 1.1002886419396738
242.56048806278332, 1.0571655361524028
242.55315719344645, 1.0140424303651319
242.54582632410956, 0.9709193245778609
242.5384954547727, 0.9277962187905899
242.53116458543582, 0.8846731130033199
242.52383371609892, 0.8415500072160489
242.51650284676202, 0.7984269014287779
242.50917197742515, 0.755303795641507
242.50275746675538, 0.7175710780776443
242.1866137266024, 0.6798383605137825
242.1792828572655, 0.6367152547265116
243.43652694854063, 0.7445230191946894
243.738925308687, 0.7013999134074185
243.73159443935012, 0.6582768076201475
243.72426357001325, 0.6151537018328765
243.71693270067635, 0.5720305960456056
243.7114345486737, 0.5396882667051521
244.32172942096906, 0.48578438447106365
244.93385701059867, 0.4426612786837927
244.92652614126177, 0.3995381728965217
244.61129875977588, 0.36719584355606916
245.25091710941876, 0.48578438447106365
246.16910849386318, 0.42109972579015764
246.16177762452628, 0.3779766200028867
246.15536311385654, 0.3402439024390249
247.99082952407818, 0.20548419685380281
248.29506060155876, 0.17314186751335026
249.23066280067826, 0.21087458507721202
249.87211386765537, 0.3402439024390249
249.55230469283393, 0.2809496319815272
250.1882576078084, 0.3779766200028867
250.79305432810108, 0.29173040842834475
250.7857234587642, 0.24860730264107378
261.0012898797084, 0.21626497330062033
262.24020679764135, 0.21626497330062033
267.2041216973771, 0.2647784673113005
268.13422574449396, 0.2701688555347097
271.55041085548066, 0.3240727377687982
272.1148877944205, 0.0006494443642663938
272.79299320808207, 0.34563429066243323
273.35380471235345, 0.0006494443642663938
274.5927216302864, 0.0006494443642663938
274.97575955313846, 0.43188050223697516
275.83163854821936, 0.0006494443642663938
276.52440570055467, 0.43188050223697516
277.0705554661523, 0.0006494443642663938
277.45359338900437, 0.43188050223697516
278.3094723840852, 0.0006494443642663938
278.70350661094267, 0.49656516091788117
279.5483893020182, 0.0006494443642663938
280.7873062199511, 0.0006494443642663938
282.02622313788413, 0.0006494443642663938
282.7464810502327, 0.5935921489392406
282.7409828982301, 0.5612498195987881
283.265140055817, 0.0006494443642663938
284.30245806698576, 0.6367152547265116
287.10743194701, 0.7391326309712802
288.0375359941268, 0.7445230191946894
290.22396777385165, 0.8523307836628664
291.1549881796356, 0.8631115601096839
292.72654329372955, 0.9978712656949051
293.96179477699405, 0.9763097128012701
295.30914747053504, 1.0068552460672544
296.1381466113807, 1.0248232068119494
296.13264845937806, 0.9924808774714968
297.10490500518193, 1.2458291239717134
296.78692854769474, 1.1973156299610332
296.77959767835785, 1.1541925241737623
296.77226680902095, 1.1110694183864913
297.7307779748182, 1.2835618415355752
298.3456546404491, 1.256609900418531
299.58365519971494, 1.2512195121951217
300.8225721176479, 1.2512195121951217
301.75359252343185, 1.2620002886419392
302.3987090250774, 1.412931158897388
302.39137815574054, 1.369808053110117
302.38404728640364, 1.3266849473228461
303.02366563604653, 1.4452734882378406
303.9656823458358, 1.520738923365565
303.6504549643499, 1.4883965940251116
304.89487003428553, 1.520738923365565
305.8295558747378, 1.5530812527060185
306.76057628052183, 1.563862029152836
307.80827968991775, 1.6537018328763171
307.3891983261593, 1.6177659113869245
308.9460917015796, 1.6662794053976038
308.6317806787607, 1.6393274642805595
309.5847936925553, 1.77947755808919
309.57654646455137, 1.7309640640785107
310.5249776850104, 1.8441622167700968
312.3998475179178, 1.9411892047914563
313.3400315103728, 2.0058738634723623
313.3327006410359, 1.9627507576850913
314.68096969324404, 1.998686679174484
314.2600556121514, 1.9519699812382738
315.83710887824805, 2.1190720161639485
316.4648145652185, 2.1675855101746277
316.76721292536484, 2.1244624043873577
317.42515844835, 2.350858709770529
317.4123294270104, 2.2753932746428056
317.4049985576735, 2.2322701688555346
317.3995004056709, 2.199927839515081
318.4636982710748, 2.3867946312599218
319.60242664140367, 2.4047625920046176
319.5960121307339, 2.367029874440756
320.54994150319567, 2.5125703564727955
320.85233986334197, 2.4694472506855245
320.53711248185607, 2.437104921345071
322.2054961617747, 2.5341319093664305
322.0930894986092, 2.480228027132342
321.7796948344575, 2.458666474238707
323.3594971765554, 2.6419396738346075
323.03877164306687, 2.5772550151537015
324.5993304531555, 2.6473300620580167
325.86665448976885, 2.8144320969836913
325.86023997909905, 2.7766993794198296
327.1083204837031, 2.830603261653918
328.3490701189703, 2.8413840381007356
329.29566862209504, 2.9438014143455042
329.2883377527582, 2.9006783085582333
329.28283960075555, 2.86833597921778
329.93711968907223, 3.0731707317073162
330.23951804921853, 3.030047625920046
330.2321871798817, 2.986924520132775
331.4775186084844, 3.024657237696637
331.15587671632875, 2.9545821907923218
332.8755764816055, 3.353470919324577
332.76316981843996, 3.2995670370904886
332.75675530777016, 3.261834319526627
333.7271791362399, 3.504401789580026
334.0295774963862, 3.461278683792755
334.0222466270493, 3.418155578005484
334.01491575771246, 3.375032472218213
334.09983166086465, 3.267224707750036
333.9874249976991, 3.2133208255159467
334.3173141178588, 3.331909366430942
334.28982335784553, 3.1701977197286766
335.23642186097027, 3.2726150959734444
334.91844540348313, 3.224101601962765
335.8677929826092, 3.3426901428777596
335.8604621132723, 3.2995670370904886
337.21545112903925, 3.375032472218213
337.1030444658737, 3.3211285899841245
336.789649801722, 3.2995670370904886
337.81719332044156, 3.2708182998989743
338.4470371776353, 3.331909366430942
339.03381217747483, 3.746969259633424
339.02556494947083, 3.698455765622745
338.70850485065074, 3.655332659835474
338.7011739813139, 3.612209554048203
338.693843111977, 3.569086448260932
338.6865122426401, 3.525963342473661
338.6791813733032, 3.48284023668639
338.6718505039663, 3.439717130899119
338.6645196346294, 3.396594025111848
339.6578524297769, 3.7739212007504683
340.3683358496763, 3.702049357771683
340.5852074008924, 3.763140424303651
341.5363876973527, 3.8925097416654637
341.86077866550977, 3.978755953240005
341.8534477961729, 3.9356328474527342
341.8387860574991, 3.8493866358781927
341.83328790549643, 3.8170443065377393
341.82595703615954, 3.7739212007504683
342.74598113793814, 3.72001731851638
342.7386502686013, 3.676894212729109
342.7313193992644, 3.633771106941838
342.7239885299275, 3.590648001154567
342.7166576605906, 3.547524895367296
342.7093267912537, 3.504401789580026
342.70382863925107, 3.4720594602395725
344.08447569769703, 3.698455765622745
343.97206903453156, 3.6445518833886563
343.65684165304566, 3.612209554048203
343.64951078370876, 3.569086448260932
343.6421799143719, 3.525963342473661
343.634849045035, 3.48284023668639
344.9195838963235, 3.7523596478568333
345.5592022459664, 3.870948188771828
345.5518713766295, 3.827825082984557
346.5360405851058, 4.151248376389089
346.5287097157689, 4.108125270601818
346.2116496169488, 4.065002164814548
346.2043187476119, 4.021879059027276
346.1969878782751, 3.978755953240005
346.1896570089382, 3.9356328474527342
346.1841588569355, 3.9032905181122812
347.8855314488701, 4.19437148217636
347.77312478570457, 4.140467599942271
347.76671027503477, 4.102734882378408
348.56730229720006, 4.560917881368162
348.45581199270157, 4.512404387357482
348.13966825254863, 4.47467166979362
348.13233738321173, 4.4315485640063494
348.12500651387484, 4.3884254582190785
348.11767564453794, 4.3453023524318075
348.1103447752011, 4.3021792466445365
348.1030139058642, 4.2590561408572665
349.3950796264895, 4.57169865781498
349.38225060515, 4.4962332226872554
349.37491973581314, 4.453110116899985
349.36758886647624, 4.4099870111127135
349.36025799713934, 4.366863905325443
349.35292712780245, 4.3237407995381725
349.34559625846555, 4.2806176937509015
349.33826538912865, 4.2374945879636305
349.3309345197918, 4.19437148217636
349.32360365045497, 4.151248376389089
349.3162727811181, 4.108125270601818
349.3089419117812, 4.065002164814548
349.6095075545933, 4.011098282580458
349.60217668525644, 3.9679751767931877
349.28878202110474, 3.946413623899552
350.2124715575518, 3.9140712945590987
350.8484244725263, 4.011098282580458
350.5295316563719, 3.9571944003463697
350.5167026350324, 3.8817289652186453
351.203971635365, 4.2806176937509015
351.1966407660281, 4.2374945879636305
351.49720640884027, 4.183590705729542
351.4898755395034, 4.140467599942271
351.1746481580175, 4.108125270601818
351.1673172886806, 4.065002164814548
352.7306251747706, 4.151248376389089
352.7242106641008, 4.113515658825227
353.3354218950633, 4.065002164814548
353.3280910257264, 4.021879059027276
353.3207601563895, 3.978755953240005
353.3134292870526, 3.9356328474527342
353.3060984177157, 3.8925097416654637
353.6818054712309, 4.2806176937509015
353.674474601894, 4.2374945879636305
353.6671437325572, 4.19437148217636
353.6598128632203, 4.151248376389089
353.6524819938834, 4.108125270601818
354.8168684068914, 4.884341174772693
354.70446174372586, 4.830437292538605
354.69713087438896, 4.787314186751335
354.69071636371916, 4.749581469187472
354.3745726235662, 4.71184875162361
354.3672417542293, 4.668725645836339
354.35991088489243, 4.625602540049068
354.35258001555553, 4.582479434261797
354.3452491462187, 4.539356328474527
354.3379182768818, 4.4962332226872554
354.33058740754495, 4.453110116899985
354.32325653820806, 4.4099870111127135
354.31592566887116, 4.366863905325443
355.6134895414991, 4.71184875162361
355.6061586721623, 4.668725645836339
355.90947339097573, 4.630992928272477
355.90122616297174, 4.582479434261797
355.89389529363484, 4.539356328474527
355.88656442429794, 4.4962332226872554
355.8792335549611, 4.453110116899985
355.8719026856242, 4.4099870111127135
355.86457181628737, 4.366863905325443
357.2207826436104, 5.056833597921777
357.2134517742735, 5.013710492134507
357.2061209049366, 4.970587386347235
357.19879003559976, 4.927464280559965
357.19145916626286, 4.884341174772693
357.184128296926, 4.841218068985423
357.1767974275891, 4.798094963198152
357.1694665582522, 4.754971857410881
357.1621356889153, 4.71184875162361
357.15480481957843, 4.668725645836339
357.14747395024153, 4.625602540049068
357.1401430809047, 4.582479434261797
357.13281221156785, 4.539356328474527
356.8175848300819, 4.507013999134074
358.1499703320601, 5.056833597921777
358.1426394627232, 5.013710492134507
358.1353085933863, 4.970587386347235
358.12797772404946, 4.927464280559965
358.43129244286297, 4.8897315629961025
358.1133159853757, 4.841218068985423
358.1059851160388, 4.798094963198152
358.4092998348523, 4.7603622456342904
358.4001362481812, 4.706458363400202
358.08399250802813, 4.668725645836339
358.07666163869123, 4.625602540049068
358.37997635750475, 4.587869822485207
359.6772347772437, 4.3237407995381725
359.5666608314124, 4.2806176937509015
360.34434388689994, 4.604040987155432
360.23193722373435, 4.550137104921344
360.2246063543975, 4.507013999134074
360.21727548506067, 4.463890893346802
360.20994461572377, 4.420767787559532
360.2026137463869, 4.377644681772261
360.99679125788236, 4.798094963198152
360.88438459471683, 4.744191080964063
360.87705372537994, 4.701067975176793
360.8706392147102, 4.66333525761293
360.503179389199, 4.3237407995381725
360.4976812371964, 4.291398470197719
361.82640130450613, 4.819656516091787
361.81907043516924, 4.776533410304516
362.12146879531554, 4.733410304517246
362.1141379259787, 4.690287198729974
361.7989105444928, 4.657944869389522
363.36038571324855, 4.733410304517246
363.35305484391165, 4.690287198729974
363.9871750415519, 4.776533410304516
363.96518243354126, 4.647164092942704
363.6481223347211, 4.604040987155432
363.64262418271846, 4.57169865781498
364.6002189898486, 4.7388006927406545
364.5910554031775, 4.684896810506566
365.3287241302012, 5.380256891326309
365.3213932608643, 5.337133785539038
365.3140623915274, 5.294010679751767
365.3067315221905, 5.250887573964496
365.29940065285365, 5.207764468177226
365.29206978351675, 5.164641362389954
365.2847389141799, 5.121518256602684
365.2783244035101, 5.083785539038821
364.96034794602286, 5.035272045028142
364.9548497940202, 5.002929715687689
364.93652262067803, 4.895121951219512
364.92369359933843, 4.819656516091787
364.9163627300016, 4.776533410304516
365.65311509835817, 5.466503102900851
365.6457842290213, 5.42337999711358
366.2102611679611, 5.099956703709048
366.5126595281075, 5.056833597921777
366.5053286587706, 5.013710492134507
366.4979977894337, 4.970587386347235
366.4906669200969, 4.927464280559965
366.48333605076, 4.884341174772693
366.47600518142315, 4.841218068985423
366.46867431208625, 4.798094963198152
366.46134344274935, 4.754971857410881
366.4549289320796, 4.717239139847019
367.84748865319796, 5.013710492134507
367.7359983486996, 4.965196998123827
367.4198546085466, 4.927464280559965
367.4125237392097, 4.884341174772693
367.40519286987285, 4.841218068985423
367.39786200053595, 4.798094963198152
367.39053113119905, 4.754971857410881
367.38320026186216, 4.71184875162361
367.37586939252526, 4.668725645836339
368.6734332651533, 5.013710492134507
368.66610239581644, 4.970587386347235
368.96850075596274, 4.927464280559965
368.9630026039601, 4.895121951219512
370.3106607503902, 4.927464280559965
369.89219029240985, 4.895121951219512
370.9411155133619, 4.992148939240871
370.9191229053513, 4.862779621879058
370.80671624218576, 4.80887573964497
370.79938537284886, 4.765752633857699
370.48599070869716, 4.744191080964063
371.13660536234545, 4.927464280559965
371.77255827731983, 5.024491268581324
372.4818198856631, 5.552749314475392
372.4744890163263, 5.509626208688122
372.4671581469894, 5.466503102900851
372.4598272776525, 5.42337999711358
372.4524964083156, 5.380256891326309
372.754894768462, 5.337133785539038
373.0572931286083, 5.294010679751767
373.0499622592714, 5.250887573964496
373.0444641072688, 5.218545244624043
373.62910093688504, 5.013710492134507
373.9324156556985, 4.975977774570644
374.54362688666106, 4.927464280559965
374.2265667878409, 4.884341174772693
374.21923591850407, 4.841218068985423
375.1722489322986, 4.981368162794054
376.032404267826, 5.789926396305383
375.91999760466047, 5.736022514071294
375.9126667353236, 5.692899408284022
375.90533586598673, 5.649776302496752
375.8980049966499, 5.60665319670948
375.890674127313, 5.56353009092221
375.8833432579761, 5.520406985134939
375.5699485938244, 5.498845432241303
375.85310342196146, 5.342524173762447
375.5351269644742, 5.294010679751767
375.5277960951373, 5.250887573964496
375.5204652258005, 5.207764468177226
375.5131343564636, 5.164641362389954
375.50580348712674, 5.121518256602684
375.49847261778984, 5.078395150815412
375.49114174845295, 5.035272045028142
376.18390890078825, 5.466503102900851
376.17657803145136, 5.42337999711358
376.8253599677654, 5.595872420262664
376.8180290984285, 5.552749314475392
377.1185947412406, 5.498845432241303
377.4191603840527, 5.444941550007215
377.4118295147158, 5.401818444219945
377.40449864537896, 5.358695338432673
377.3971677760421, 5.315572232645403
377.3898369067052, 5.272449126858131
377.38250603736833, 5.229326021070861
377.371509733363, 5.164641362389954
377.36417886402614, 5.121518256602684
377.35684799468925, 5.078395150815412
377.34951712535235, 5.035272045028142
377.34218625601545, 4.992148939240871
377.6345046708236, 4.8897315629961025
378.2475486191204, 4.851998845432241
378.58476860861686, 5.013710492134507
378.57743773927996, 4.970587386347235
378.5701068699431, 4.927464280559965
378.5627760006062, 4.884341174772693
379.6074248811118, 5.56353009092221
379.2885320649575, 5.509626208688122
379.2812011956206, 5.466503102900851
379.2738703262837, 5.42337999711358
379.2592085876099, 5.337133785539038
379.2518777182731, 5.294010679751767
379.2445468489362, 5.250887573964496
379.23721597959934, 5.207764468177226
379.22988511026244, 5.164641362389954
379.22255424092555, 5.121518256602684
379.21522337158865, 5.078395150815412
379.9556411746137, 5.789926396305383
380.25620681742583, 5.736022514071294
380.248875948089, 5.692899408284022
380.2415450787521, 5.649776302496752
380.2342142094152, 5.60665319670948
380.5366125695615, 5.56353009092221
381.4529712366717, 5.488064655794486
381.4456403673348, 5.444941550007215
381.4383094979979, 5.401818444219945
382.0513534462946, 5.364085726656082
382.35283544777394, 5.315572232645403
382.65523380792024, 5.272449126858131
382.64790293858334, 5.229326021070861
382.6414884279136, 5.191593303506998
382.94297042939286, 5.143079809496319
382.93563956005596, 5.099956703709048
382.92830869071906, 5.056833597921777
384.58325244352005, 5.682118631837206
384.57592157418316, 5.638995526049934
384.5685907048463, 5.595872420262664
384.5612598355094, 5.552749314475392
384.5548453248396, 5.515016596911531
384.2368688673524, 5.466503102900851
384.22953799801553, 5.42337999711358
384.22220712867863, 5.380256891326309
384.21487625934174, 5.337133785539038
385.497778393296, 5.595872420262664
385.8001767534423, 5.552749314475392
385.7937622427726, 5.515016596911531
385.7864313734357, 5.471893491124259
386.39580988706393, 5.4125992206667615
386.38847901772704, 5.369476114879491
386.38114814839014, 5.32635300909222
386.37381727905324, 5.2832299033049495
386.36648640971646, 5.2401067975176785
386.35915554037956, 5.1969836917304075
386.66155390052586, 5.153860585943137
387.6640502823444, 5.585091643815845
387.6567194130075, 5.541968538028575
387.6493885436706, 5.498845432241303
387.6420576743337, 5.455722326454033
387.32683029284783, 5.42337999711358
388.90296720027743, 5.585091643815845
388.584074384123, 5.531187761581757
388.57674351478613, 5.488064655794486
388.57124536278343, 5.455722326454033
390.1418841182103, 5.585091643815845
391.0655736546573, 5.552749314475392
392.060739167139, 5.940857266560831
392.0534082978021, 5.89773416077356
392.0460774284652, 5.854611054986289
392.0387465591284, 5.811487949199018
392.0314156897915, 5.768364843411747
392.0240848204546, 5.725241737624476
392.0167539511177, 5.682118631837206
392.0094230817808, 5.638995526049934
392.0030085711111, 5.601262808486072
392.3777992659591, 5.9839803723481015
392.93494533556213, 5.617433973156299
393.7853261786404, 5.153860585943137
393.7798280266377, 5.121518256602684
395.09205363793944, 5.552749314475392
395.08472276860266, 5.509626208688122
395.07739189926576, 5.466503102900851
395.07006102992887, 5.42337999711358
395.06273016059197, 5.380256891326309
395.05539929125507, 5.337133785539038
395.0480684219182, 5.294010679751767
395.0407375525813, 5.250887573964496
395.0334066832444, 5.207764468177226
395.02699217257464, 5.170031750613363
396.0542302384051, 5.746803290518111
396.35662859855154, 5.703680184730841
396.34929772921464, 5.66055707894357
396.34196685987774, 5.617433973156299
396.33463599054085, 5.574310867369028
396.32730512120395, 5.531187761581757
396.3208906105342, 5.493455044017895
396.4122210243562, 5.42337999711358
396.28423626384983, 5.27783951508154
397.0212940850954, 5.362288930581613
396.6003800040028, 5.315572232645403
397.6987885929789, 5.703680184730841
397.28031813499854, 5.671337855390387
397.6841268543051, 5.617433973156299
397.57172019113966, 5.56353009092221
397.56438932180276, 5.520406985134939
397.25099465765106, 5.498845432241303
397.5543093764645, 5.461112714677442
397.2125075936324, 5.272449126858131
397.2051767242955, 5.229326021070861
397.1978458549587, 5.18620291528359
397.1905149856218, 5.143079809496319
397.1850168336191, 5.110737480155866
397.9584235486601, 6.016322701688554
398.2553237568038, 5.940857266560831
398.2479928874669, 5.89773416077356
398.24066201813, 5.854611054986289
398.2333311487931, 5.811487949199018
398.22600027945623, 5.768364843411747
398.16735332476117, 5.42337999711358
398.16002245542427, 5.380256891326309
398.2522692279134, 5.315572232645403
399.00368333494373, 6.0917881368162785
398.5833801596292, 6.0486650310290075
398.83812786908584, 5.725241737624476
398.83079699974894, 5.682118631837206
398.82346613041204, 5.638995526049934
398.81613526107515, 5.595872420262664
398.80880439173825, 5.552749314475392
398.80147352240147, 5.509626208688122
398.79414265306457, 5.466503102900851
398.7593210237144, 5.261668350411314
399.4942406747367, 5.940857266560831
399.4869098053998, 5.89773416077356
399.4795789360629, 5.854611054986289
399.47224806672614, 5.811487949199018
399.46491719738924, 5.768364843411747
399.4062702426942, 5.42337999711358
399.3989393733573, 5.380256891326309
399.3916085040204, 5.337133785539038
399.3842776346835, 5.294010679751767
399.76731555753554, 5.725241737624476
399.75998468819864, 5.682118631837206
399.75265381886186, 5.638995526049934
399.74532294952496, 5.595872420262664
399.73799208018806, 5.552749314475392
399.73066121085117, 5.509626208688122
399.72333034151427, 5.466503102900851
399.6885087121641, 5.261668350411314
400.85106240783784, 6.027103478135372
400.7386557446723, 5.973199595901283
400.4252610805206, 5.951638043007648
401.376441376981, 6.081007360369461
401.03922138748453, 5.919295713667195
401.03189051814763, 5.876172607879925
401.63668723844035, 5.789926396305383
401.62935636910345, 5.746803290518111
401.62202549976655, 5.703680184730841
401.61469463042965, 5.66055707894357
401.91526027324176, 5.60665319670948
401.907929403905, 5.56353009092221
401.9005985345681, 5.520406985134939
401.8932676652312, 5.477283879347668
401.8859367958943, 5.434160773560397
401.8786059265574, 5.391037667773126
401.5652112624057, 5.369476114879491
402.1791715693695, 5.337133785539038
402.1736734173668, 5.3047914561985845
402.1626771133615, 5.2401067975176785
402.1461826573535, 5.143079809496319
402.44033378949587, 5.051443209698368
403.05337773779263, 5.013710492134507
403.04787958578993, 4.981368162794054
403.8493879666223, 5.444941550007215
403.7369813034568, 5.391037667773126
403.7296504341199, 5.347914561985856
403.722319564783, 5.3047914561985845
403.7149886954462, 5.261668350411314
403.7076578261093, 5.218545244624043
403.7003269567724, 5.1754221388367725
403.6929960874355, 5.1322990330495015
403.6856652180986, 5.089175927262231
403.6792507074289, 5.051443209698368
405.1286246659081, 5.682118631837206
405.01621800274256, 5.628214749603116
405.0088871334058, 5.585091643815845
405.0015562640689, 5.541968538028575
404.994225394732, 5.498845432241303
404.9868945253951, 5.455722326454033
404.6734998612434, 5.434160773560397
405.3900923389235, 6.005541925241737
405.38276146958674, 5.962418819454466
405.37543060024984, 5.919295713667195
405.36809973091295, 5.876172607879925
